"","X.10lgP","Mass","ppm","m.z","RT","Start","End","diff_range"
"323",71.43,1883,5.7,942.5126,14.62,1.0617,1.0872,0.0254999999999999
"324",71.41,1612.8937,9.4,807.4617,16.95,0.9141,0.9395,0.0254
"325",71.39,1686.8365,2.1,844.4273,12.75,0.9914,1.0169,0.0255
"326",71.39,1791.8573,0.6,896.9365,14.56,0.9589,0.9843,0.0254
"327",71.38,1968.9098,3,985.4651,15.2,1.0199,1.0454,0.0255000000000001
"328",71.36,2534.2917,5.3,845.7757,17.09,0.8593,0.8846,0.0253000000000001
"329",71.35,2316.2261,2.8,773.0848,13.83,0.841,0.8664,0.0254
"330",71.34,1774.8348,-0.3,888.4244,16.52,0.9761,1.0016,0.0255000000000001
"331",71.32,1791.9618,8.1,896.9954,14.72,0.9985,1.024,0.0255
"332",71.31,1632.7753,4.5,817.3986,15.15,0.9466,0.9721,0.0255
"333",71.31,1680.7705,2.5,841.3946,17.09,0.9904,1.0159,0.0255000000000001
"334",71.3,2146.127,-6,1074.0643,17.57,1.1046,1.1301,0.0255000000000001
"335",71.29,1740.8828,-0.6,871.4481,16.57,0.9568,0.9823,0.0255
"336",71.26,1995.9294,3.8,666.3196,11.77,0.8024,0.8278,0.0254
"337",71.25,1850.9336,2.1,926.476,15.36,0.9935,1.0189,0.0253999999999999
"338",71.25,1621.8497,-1.2,811.9312,15.56,0.97,0.9955,0.0255000000000001
"339",71.23,1798.7979,2.7,900.4086,13.83,0.9904,1.0159,0.0255000000000001
"340",71.22,2161.9663,-3.1,1081.9871,12.91,1.0474,1.0729,0.0254999999999999
"341",71.19,2092.937,1.9,1047.4778,14.49,1.0454,1.0709,0.0254999999999999
"342",71.18,2286.1631,0.7,1144.0896,17.13,1.1311,1.1566,0.0255000000000001
"343",71.15,1658.8879,8.5,830.4583,15.15,0.9395,0.965,0.0255
"344",71.15,1847.0304,15.4,616.6935,10.81,0.8024,0.8278,0.0254
"345",71.15,2158.0178,-0.6,1080.0155,13.32,1.0373,1.0627,0.0253999999999999
"346",71.14,1732.8308,-6.2,867.4173,15.24,0.9497,0.9751,0.0254
"347",71.12,1749.9447,-5.8,875.9745,13.73,1.0352,1.0607,0.0255000000000001
"348",71.11,1702.7621,-7.9,852.3816,10.12,1.0036,1.0291,0.0254999999999999
"349",71.11,2251.9663,0.2,751.6628,6.15,0.7659,0.7913,0.0254
"350",71.08,1931.9265,4.6,966.975,17.79,1.023,1.0485,0.0255000000000001
"351",71.04,1806.824,6.4,904.425,10.35,0.9619,0.9873,0.0254
"352",71.02,2065.999,7.4,1034.0144,17.86,1.0893,1.1148,0.0255000000000001
"353",71.02,1741.8523,5.8,871.9385,14.49,0.9527,0.9782,0.0255
"354",70.95,2162.0579,2.6,1082.0391,15.45,1.0597,1.0852,0.0254999999999999
"355",70.95,1843.8951,-3.7,922.9515,9.92,1.0077,1.0332,0.0254999999999999
"356",70.9,1815.7845,17.7,908.9156,12.16,0.9609,0.9863,0.0254
"357",70.9,2570.4141,9.8,857.8204,17.13,0.8694,0.8948,0.0254000000000001
"358",70.83,2438.0964,-2.7,813.7039,14.4,0.8938,0.9192,0.0254
"359",70.8,1459.7015,0.2,730.8582,3.53,0.8562,0.8816,0.0254000000000001
"360",70.79,2702.3486,7.3,901.7967,16.68,0.9985,1.024,0.0255
"361",70.78,1464.6667,-2.4,733.3389,8.37,0.8948,0.9202,0.0254
"362",70.76,2574.2964,-7.3,859.0998,17.39,0.8288,0.8542,0.0254
"363",70.71,2054.9543,4.8,1028.4894,17,1.0383,1.0638,0.0255000000000001
"364",70.71,1224.6099,7,613.3165,6.9,0.8085,0.8339,0.0254
"365",70.68,2001.9166,6,1001.9716,7.82,0.9802,1.0057,0.0255000000000001
"366",70.65,1934.8051,13.9,968.4233,10.12,0.9782,1.0036,0.0254000000000001
"367",70.64,1619.7501,5.1,810.8865,14.81,0.9192,0.9446,0.0254
"368",70.63,1750.7137,3.6,876.3673,15.58,0.9375,0.9629,0.0254
"369",70.63,1567.6749,1.3,784.8458,5.69,0.8633,0.8887,0.0254000000000001
"370",70.62,1614.8365,1.6,808.4269,13.55,0.909,0.9344,0.0254
"371",70.61,1805.8584,-1.5,903.9351,12.82,0.9792,1.0047,0.0255
"372",70.58,1797.9148,0.3,899.9649,17.68,0.9761,1.0016,0.0255000000000001
"373",70.56,1654.8049,-0.3,828.4095,10.12,0.9304,0.9558,0.0254
"374",70.56,1877.8036,-4.7,939.9047,14.81,0.9558,0.9812,0.0254
"375",70.56,1583.7443,8.6,792.8862,16.79,0.907,0.9324,0.0254
"376",70.55,1835.9451,-1.2,918.9787,13.39,0.9782,1.0036,0.0254000000000001
"377",70.54,2398.1587,3.6,800.3964,15.65,0.9111,0.9365,0.0254
"378",70.51,1834.8308,11,918.4327,17.73,0.97,0.9955,0.0255000000000001
"379",70.47,1941.9155,-2.6,648.3108,13.73,0.8187,0.844,0.0253
"380",70.47,1700.7965,3.3,851.4083,8.25,0.9161,0.9416,0.0255
"381",70.47,1551.6525,-0.5,776.8331,8.18,0.8582,0.8836,0.0254000000000001
"382",70.45,2141.0422,7.1,714.6931,14.81,0.8461,0.8714,0.0253
"383",70.45,1807.9427,3.9,904.9822,14.4,0.9843,1.0097,0.0254000000000001
"384",70.44,1836.937,1.3,613.3204,11.31,0.7173,0.7426,0.0253
"385",70.43,1782.9111,7.4,892.4695,8.59,1.0057,1.0311,0.0253999999999999
"386",70.42,1948.918,-2.1,650.6452,11.27,0.8136,0.8389,0.0253
"387",70.42,1756.907,12,879.4713,16.7,1.0995,1.125,0.0255000000000001
"388",70.39,1880.9342,1.3,941.4756,15.1,1.0108,1.0362,0.0254000000000001
"389",70.34,1480.6439,-1.2,741.3284,8.91,0.8613,0.8867,0.0254000000000001
"390",70.32,1586.692,-6.3,794.3483,3.85,0.8664,0.8918,0.0254000000000001
"391",70.29,2106.0891,-5.8,703.0329,16.18,0.7771,0.8024,0.0253
"392",70.29,2477.1956,-3,1239.6013,14.3,1.1005,1.126,0.0254999999999999
"393",70.28,1711.7762,19,856.9116,15.36,0.9599,0.9853,0.0254
"394",70.28,1832.0155,-1.5,917.0137,9.53,1.0342,1.0597,0.0255000000000001
"395",70.24,1931.887,4.3,966.955,15.56,1.0006,1.026,0.0254000000000001
"396",70.24,1663.7689,-0.5,832.8914,9.85,0.9192,0.9446,0.0254
"397",70.21,1694.8588,1.9,848.4383,8.25,0.9192,0.9446,0.0254
"398",70.21,1864.8738,0.7,933.4448,13.94,0.9924,1.0179,0.0255000000000001
"399",70.18,1591.7776,6.6,796.9013,13.35,0.9182,0.9436,0.0254
"400",70.16,2145.9612,3.7,1073.9918,15.95,1.0668,1.0923,0.0255000000000001
"401",70.15,1807.9508,-6,904.9773,16.61,0.9792,1.0047,0.0255
"402",70.15,1807.9508,-6,904.9773,16.61,0.9792,1.0047,0.0255
"403",70.14,1742.8588,7.4,872.4431,12.55,1.0383,1.0638,0.0255000000000001
"404",70.14,1417.6871,0.4,709.8511,8.48,0.8552,0.8806,0.0254000000000001
"405",70.13,1694.7576,1.6,848.3874,15.06,0.9792,1.0047,0.0255
"406",70.08,1931.8689,1.5,966.9432,15.42,1.0464,1.0719,0.0255000000000001
"407",70.08,2142.9231,8.6,1072.478,14.72,1.0566,1.0821,0.0255000000000001
"408",70.07,1783.8298,7,892.9285,13.16,0.9761,1.0016,0.0255000000000001
"409",70.06,1861.0322,0.8,621.3519,14.46,0.8095,0.8349,0.0254
"410",70.05,1649.91,-3,825.9598,13.69,1.0036,1.0291,0.0254999999999999
"411",70.04,1757.8156,-5,586.9429,14.65,0.7781,0.8034,0.0253
"412",70.02,2117.0891,4.2,1059.5563,16.29,1.0689,1.0944,0.0255000000000001
"413",70.02,1557.9242,1.3,779.9704,15.97,1.0087,1.0342,0.0255000000000001
"414",69.98,1865.8982,0.2,933.9566,16.31,1.0525,1.078,0.0255000000000001
"415",69.95,1952.0111,-4.6,977.0083,17.43,1.0729,1.0984,0.0255000000000001
"416",69.91,2596.2517,6.8,866.4304,13.69,0.8359,0.8613,0.0254
"417",69.89,1995.9636,-0.5,998.9886,15.86,1.0352,1.0607,0.0255000000000001
"418",69.89,1937.9734,-2.1,646.9971,13.53,0.8197,0.845,0.0253
"419",69.88,2170.8506,0.8,724.6247,13.57,0.8806,0.906,0.0254
"420",69.87,1886.8655,11,944.4504,15.33,1.0821,1.1076,0.0254999999999999
"421",69.81,2022.0033,-7.8,675.0031,17.84,0.8349,0.8603,0.0254
"422",69.78,2057.9727,7.9,1030.0017,13.03,1.0454,1.0709,0.0254999999999999
"423",69.78,1483.7195,0.1,742.8671,13.85,0.8857,0.9111,0.0254
"424",69.74,1568.8311,-0.4,785.4225,15.79,0.9283,0.9538,0.0255
"425",69.74,1896.8822,8.4,949.4563,14.21,0.9751,1.0006,0.0255
"426",69.73,1875.962,-7.6,626.3232,17.48,0.7811,0.8065,0.0254
"427",69.73,1866.8352,-3,934.4221,9.9,0.9823,1.0077,0.0254000000000001
"428",69.71,2269.011,17.8,1135.533,17.73,1.1015,1.127,0.0255000000000001
"429",69.69,2144.9902,9.7,1073.5128,16.61,1.0709,1.0964,0.0255000000000001
"430",69.67,1989.8738,8.6,995.9528,8.62,0.9873,1.0128,0.0255
"431",69.66,2138.969,-9.3,713.9903,12.87,0.7791,0.8045,0.0254
"432",69.66,2230.0576,1.9,1116.0382,15.2,1.0944,1.1199,0.0254999999999999
"433",69.66,1775.8577,5.8,888.9413,16.11,0.9853,1.0108,0.0255
"434",69.66,2458.2988,2.6,1230.1599,17.86,1.1893,1.2149,0.0256000000000001
"435",69.61,1806.9039,6.1,904.4648,17.2,0.9884,1.0138,0.0254000000000001
"436",69.61,1916.9084,-1.7,959.4599,10.6,0.9823,1.0077,0.0254000000000001
"437",69.55,1812.0105,3,907.0153,17.27,1.1321,1.1577,0.0255999999999998
"438",69.53,2043.9609,-17.8,682.3155,11.13,0.7568,0.7822,0.0254
"439",69.52,1964.8873,6.7,983.4575,14.99,1.0138,1.0393,0.0254999999999999
"440",69.51,1810.8407,10.1,906.4368,14.58,0.9721,0.9975,0.0254000000000001
"441",69.45,2254.9514,-2.4,1128.4802,13.25,1.0505,1.076,0.0255000000000001
"442",69.44,2026.9153,10.3,1014.4753,15.81,1.0189,1.0444,0.0255000000000001
"443",69.4,1821.926,1.9,911.972,16.88,1.0067,1.0322,0.0255000000000001
"444",69.4,1966.9709,3.5,984.4962,17.77,1.0362,1.0617,0.0255000000000001
"445",69.38,1885.9454,0.7,943.9807,17.54,1.0148,1.0403,0.0255000000000001
"446",69.38,2124.0005,-5.5,1063.0017,12.57,1.0373,1.0627,0.0253999999999999
"447",69.37,1487.7216,1.6,744.8693,10.51,0.8867,0.9121,0.0254
"448",69.37,2087.9507,6.1,696.9951,11.29,0.8247,0.8501,0.0254
"449",69.35,2170.9946,-0.6,1086.5039,17.5,1.0933,1.1188,0.0255000000000001
"450",69.34,2088.9746,4.3,1045.499,12,1.0301,1.0556,0.0255000000000001
"451",69.29,1517.9293,2.5,759.9738,14.03,0.9507,0.9761,0.0254
"452",69.27,1602.8253,2,802.4215,16.66,0.9477,0.9731,0.0254
"453",69.26,2337.1602,-4.2,780.0574,17.16,0.8826,0.908,0.0254
"454",69.24,1915.9171,6.1,958.9717,14.44,1.0821,1.1076,0.0254999999999999
"455",69.2,1431.6235,-8.3,716.8131,4.85,0.8796,0.905,0.0254
"456",69.2,2314.002,-10.1,1157.9966,11.75,1.0638,1.0893,0.0254999999999999
"457",69.12,1982.8536,-2.9,992.4312,12.18,0.9965,1.022,0.0255
"458",69.1,1710.7996,-3.2,856.4043,9.1,0.9222,0.9477,0.0255
"459",69.1,2128.9734,-5.3,1065.4883,15.17,1.0515,1.077,0.0254999999999999
"460",69.06,1591.7842,2.9,796.9017,14.1,0.9273,0.9527,0.0254
"461",69.02,2286.1565,-0.2,1144.0853,18.14,1.1352,1.1607,0.0255000000000001
"462",69.02,1986.9509,6.1,994.4888,17.2,1.023,1.0485,0.0255000000000001
"463",69,2144.0095,4.8,1073.0172,16.2,1.0556,1.0811,0.0254999999999999
"464",69,2000.9401,-11.5,1001.4658,16.95,1.1209,1.1464,0.0255000000000001
"465",68.99,1765.9363,-2.6,883.9731,14.85,1.0199,1.0454,0.0255000000000001
"466",68.98,2037.0154,-2.8,1019.5121,16.04,1.0556,1.0811,0.0254999999999999
"467",68.96,2164.0337,1.1,722.3526,13.96,0.8369,0.8623,0.0254
"468",68.96,1711.8524,2.1,856.9352,17.48,0.9843,1.0097,0.0254000000000001
"469",68.94,1839.0465,7.8,920.5377,15.08,1.0087,1.0342,0.0255000000000001
"470",68.94,2385.1521,5.6,1193.59,17.75,1.1393,1.1648,0.0255000000000001
"471",68.93,2006.8965,-3.7,1004.4518,14.85,1.0281,1.0536,0.0255000000000001
"472",68.91,2642.0261,-5.1,881.6782,15.17,0.8126,0.8379,0.0253
"473",68.9,2077.9229,7.1,1039.9761,15.88,1.0607,1.0862,0.0255000000000001
"474",68.9,1768.8268,1.3,885.4218,14.67,0.9477,0.9731,0.0254
"475",68.89,1626.7671,-0.9,814.3901,7.09,0.9935,1.0189,0.0253999999999999
"476",68.88,1602.7494,1.6,802.3832,13.73,0.9202,0.9456,0.0254
"477",68.88,1624.7229,2.5,542.5829,7.5,0.7457,0.771,0.0253
"478",68.88,1756.8666,0.5,879.441,12.52,1.0199,1.0454,0.0255000000000001
"479",68.88,2140.9846,2.7,1071.5024,15.42,1.0495,1.075,0.0254999999999999
"480",68.86,1186.5587,0.7,594.287,3.87,0.7943,0.8197,0.0254
"481",68.85,1809.9407,8.4,905.9852,13.39,1.0159,1.0413,0.0253999999999999
"482",68.84,1723.8312,6.4,862.9284,7.95,0.9802,1.0057,0.0255000000000001
"483",68.84,1850.9221,3.9,926.4719,13.05,1.0128,1.0383,0.0255000000000001
"484",68.79,1464.615,0,733.3148,4.05,0.8562,0.8816,0.0254000000000001
"485",68.78,1641.7634,0.1,821.8891,15.49,0.9212,0.9466,0.0254
"486",68.78,2118.0381,-0.8,1060.0255,17.13,1.0678,1.0933,0.0254999999999999
"487",68.77,1761.7747,2.3,881.8967,9.85,0.9609,0.9863,0.0254
"488",68.77,2406.189,5.4,1204.1083,15.1,1.176,1.2016,0.0256000000000001
"489",68.76,1789.9144,7.1,895.9709,13.92,0.97,0.9955,0.0255000000000001
"490",68.73,1726.8308,-4.8,864.4185,9.12,0.9772,1.0026,0.0254
"491",68.71,1886.7805,8.2,944.4053,12.48,0.9985,1.024,0.0255
"492",68.68,2106.9893,10.1,1054.5126,17.82,1.0882,1.1137,0.0254999999999999
"493",68.68,2169.0784,0.4,1085.5469,13.73,1.0627,1.0882,0.0255000000000001
"494",68.68,1504.5447,-5.3,753.2756,5.15,0.8714,0.8968,0.0254000000000001
"495",68.67,1775.9304,1.5,888.9738,11.29,0.9924,1.0179,0.0255000000000001
"496",68.66,1755.7587,13,878.898,17.07,0.9721,0.9975,0.0254000000000001
"497",68.66,1629.7118,-0.2,815.863,6.99,0.9141,0.9395,0.0254
"498",68.65,1549.697,9,775.8628,11.59,0.905,0.9304,0.0254
"499",68.65,1923.874,-0.5,962.9438,14.03,1.0464,1.0719,0.0255000000000001
"500",68.63,2279.1084,1.9,760.7115,10.95,0.8308,0.8562,0.0254
"501",68.62,1864.8811,0.6,933.4484,12.29,1.0668,1.0923,0.0255000000000001
"502",68.6,1599.8079,1.8,800.9127,12.73,0.9629,0.9884,0.0255
"503",68.59,1903.8911,9,952.9614,10.01,0.9935,1.0189,0.0253999999999999
"504",68.57,2729.3005,-7.7,910.7671,15.45,0.8623,0.8877,0.0254000000000001
"505",68.56,1800.8933,4,901.4575,16.98,1.0423,1.0678,0.0255000000000001
"506",68.5,2065.9844,10.9,1034.0107,16.75,1.0373,1.0627,0.0253999999999999
"507",68.5,1651.7577,7.8,826.8926,12.29,0.9273,0.9527,0.0254
"508",68.46,1866.8206,5.4,623.2842,9.64,0.767,0.7923,0.0253
"509",68.38,1931.9193,5.2,966.9719,12.93,1.0097,1.0352,0.0254999999999999
"510",68.38,1702.856,-46.3,852.3959,16.29,0.9487,0.9741,0.0254
"511",68.38,1959.0061,-4.9,980.5055,11.97,1.0954,1.1209,0.0255000000000001
"512",68.37,1739.9417,1.3,870.9792,14.76,0.9731,0.9985,0.0254000000000001
"513",68.37,1746.8207,-9.1,874.4097,11.24,0.97,0.9955,0.0255000000000001
"514",68.36,1876.9088,4.4,939.4658,17.95,1.1352,1.1607,0.0255000000000001
"515",68.36,2099.2354,-5.9,1050.6188,17.68,1.0974,1.1229,0.0255000000000001
"516",68.36,1478.7915,12.1,740.412,13.44,0.9375,0.9629,0.0254
"517",68.34,1631.7137,-0.9,816.8634,17.64,0.9212,0.9466,0.0254
"518",68.34,2773.4246,-5.2,1387.7124,11.38,1.2354,1.2609,0.0254999999999999
"519",68.33,1974.9534,-0.6,988.4834,16.2,1.0189,1.0444,0.0255000000000001
"520",68.31,2109.9512,13,704.3335,8.98,0.8532,0.8785,0.0253
"521",68.28,1769.826,3.4,885.9233,15.56,0.969,0.9945,0.0255000000000001
"522",68.25,2068.9338,-6.1,1035.4679,10.28,1.0138,1.0393,0.0254999999999999
"523",68.23,2759.4202,4.2,920.8179,13.94,1.0842,1.1097,0.0254999999999999
"524",68.21,1831.9098,-3.1,916.9593,13.94,1.0077,1.0332,0.0254999999999999
"525",68.2,1529.6892,-2.3,765.8501,6.63,0.8836,0.909,0.0254
"526",68.19,1978.8696,-5.1,990.4371,13.41,1.025,1.0505,0.0255000000000001
"527",68.19,2272.1182,2.3,1137.069,14.44,1.078,1.1035,0.0254999999999999
"528",68.19,1777.802,-2.5,889.9061,12.52,0.9324,0.9578,0.0254
"529",68.14,1726.8485,-2.7,864.4292,7.77,0.9324,0.9578,0.0254
"530",68.13,1723.8676,2.4,862.9431,11.52,1.0454,1.0709,0.0254999999999999
"531",68.13,1330.6187,-4.7,666.3135,6.36,0.8511,0.8765,0.0254
"532",68.09,1898.9625,-0.1,950.4885,16.82,1.0159,1.0413,0.0253999999999999
"533",68.09,1606.7872,3,804.4033,14.58,0.9233,0.9487,0.0254
"534",68.07,2085.9966,0.5,1044.0061,17.29,1.0464,1.0719,0.0255000000000001
"535",68.07,2351.1062,9.2,784.7166,13.8,0.8126,0.8379,0.0253
"536",68.06,2281.2219,-2.4,761.4128,16.72,0.8187,0.844,0.0253
"537",68.06,1835.9265,3.2,918.9735,12.36,0.9904,1.0159,0.0255000000000001
"538",68.03,1882.8962,4.2,628.642,7.52,0.8217,0.8471,0.0254
"539",68.01,1623.7528,-1.4,812.8825,12.41,0.9935,1.0189,0.0253999999999999
"540",68,1617.8661,2.9,809.9426,12.71,0.9578,0.9833,0.0255
"541",68,2160.0068,9.3,1081.0208,15.74,1.074,1.0995,0.0254999999999999
"542",67.97,1654.7838,6.9,828.4049,13.35,0.9283,0.9538,0.0255
"543",67.94,1783.8992,0.9,892.9576,17.41,0.9823,1.0077,0.0254000000000001
"544",67.92,1762.856,-2,882.4335,15.79,0.9904,1.0159,0.0255000000000001
"545",67.88,2066.8892,-0.1,1034.4518,16.68,1.0199,1.0454,0.0255000000000001
"546",67.87,2294.1577,-5.5,1148.0798,15.63,1.1137,1.1393,0.0256000000000001
"547",67.86,2194.0576,2.3,1098.0386,15.54,1.2364,1.262,0.0256000000000001
"548",67.86,1652.8409,4.8,827.4317,16.54,0.9365,0.9619,0.0254
"549",67.84,1954.9385,9.2,978.4855,14.69,1.0199,1.0454,0.0255000000000001
"550",67.82,2043.8214,2,1022.92,7.98,0.9833,1.0087,0.0254
"551",67.78,1633.7848,1.6,817.9009,12.36,0.9578,0.9833,0.0255
"552",67.78,2211.1504,7.3,1106.5906,17.34,1.1454,1.1709,0.0255000000000001
"553",67.78,1793.7349,8.2,897.882,13.32,0.9456,0.9711,0.0255
"554",67.76,1635.8832,-0.8,818.9482,14.65,0.9192,0.9446,0.0254
"555",67.71,1942.996,4.7,972.5098,15.72,1.0179,1.0434,0.0255000000000001
"556",67.7,1322.5851,2,662.3011,3.23,0.8136,0.8389,0.0253
"557",67.66,2190.1467,1.1,731.057,14.4,0.8816,0.907,0.0254
"558",67.64,1820.792,0.2,911.4034,17.18,1.0505,1.076,0.0255000000000001
"559",67.55,1278.6567,-2,640.3344,9.51,0.8389,0.8643,0.0254
"560",67.55,2112.9885,-5.7,1057.4955,16.43,1.0801,1.1056,0.0254999999999999
"561",67.52,1485.5864,0,743.8005,5.56,0.8603,0.8857,0.0254000000000001
"562",67.51,1665.9664,7.5,833.9967,15.61,0.9578,0.9833,0.0255
"563",67.51,1854.8536,-2.7,619.2902,13.6,0.7923,0.8176,0.0253
"564",67.49,2687.1479,-1.8,1344.5789,17.61,1.2292,1.2548,0.0255999999999998
"565",67.48,1746.8762,3.5,874.4484,17.59,0.9629,0.9884,0.0255
"566",67.46,1587.8044,1,794.9103,13.57,0.9527,0.9782,0.0255
"567",67.45,2561.2432,-3.1,1281.6249,16.43,1.175,1.2006,0.0255999999999998
"568",67.43,2193.0049,-5.6,1097.5035,15.81,1.075,1.1005,0.0255000000000001
"569",67.42,2072.0273,1.1,1037.0221,15.1,1.0444,1.0699,0.0255000000000001
"570",67.4,1733.7712,0.4,867.8932,8,0.9507,0.9761,0.0254
"571",67.4,1769.7579,-7.9,590.9219,4.51,0.7386,0.7639,0.0253
"572",67.4,1554.7058,8.6,778.3669,17.82,0.9009,0.9263,0.0254
"573",67.39,1733.7212,14.7,578.9229,9.99,0.7426,0.768,0.0254
"574",67.37,2299.1233,-6.2,767.377,14.76,0.7994,0.8247,0.0253
"575",67.36,1716.9523,2.5,573.3261,9.17,0.8014,0.8268,0.0254
"576",67.35,1632.8141,-2.9,817.412,11.68,0.9416,0.967,0.0254
"577",67.35,1632.8141,-2.9,817.412,11.68,0.9416,0.967,0.0254
"578",67.3,1451.8096,1.5,726.9131,7.18,0.965,0.9904,0.0254
"579",67.27,1572.7572,11.9,787.3952,16.79,0.9233,0.9487,0.0254
"580",67.22,1782.8934,0.5,892.4545,13.92,1.0301,1.0556,0.0255000000000001
"581",67.21,1941.8513,10.2,971.9429,13.32,1.0118,1.0373,0.0255000000000001
"582",67.21,1677.8145,6.2,839.9197,16.61,0.9233,0.9487,0.0254
"583",67.21,1615.7803,2.6,808.8995,16.02,0.908,0.9334,0.0254
"584",67.2,2567.2544,-1.4,642.82,17.77,0.8359,0.8613,0.0254
"585",67.2,1783.8451,1.8,892.9315,16.82,0.9843,1.0097,0.0254000000000001
"586",67.19,1547.7063,0.5,774.8608,7.59,0.8735,0.8989,0.0254
"587",67.18,1897.8694,-1.2,949.9409,10.44,0.9833,1.0087,0.0254
"588",67.18,2045.064,-12,1023.527,15.1,1.0434,1.0689,0.0254999999999999
"589",67.18,1560.6732,7.7,781.3499,15.45,0.909,0.9344,0.0254
"590",67.16,1910.8646,-0.7,956.439,11.4,0.9792,1.0047,0.0255
"591",67.14,1777.7764,-3.7,889.8922,10.19,0.97,0.9955,0.0255000000000001
"592",67.12,1973.9006,-1.6,987.956,14.85,1.0301,1.0556,0.0255000000000001
"593",67.11,2614.3271,4.2,872.4533,13.57,0.9843,1.0097,0.0254000000000001
"594",67.1,1979,4.6,990.5118,16.79,1.0903,1.1158,0.0254999999999999
"595",67.09,1532.8463,-4.5,767.427,7.98,0.9456,0.9711,0.0255
"596",67.09,2000.9327,8.4,1001.4821,15.08,1.025,1.0505,0.0255000000000001
"597",67.09,2145.0225,1.3,1073.5199,15.04,1.0995,1.125,0.0255000000000001
"598",67.08,1949.9226,7.6,975.976,16.61,1.0138,1.0393,0.0254999999999999
"599",67.06,2749.2839,-4,917.4316,15.26,0.8694,0.8948,0.0254000000000001
"600",67.04,2163.8613,2.1,1082.9402,17.84,1.0709,1.0964,0.0255000000000001
"601",67.01,1708.8314,-4.1,855.4195,9.6,0.9507,0.9761,0.0254
"602",67.01,2008.8644,6.6,1005.4461,10.6,1.0016,1.0271,0.0254999999999999
"603",67,1170.5638,-1,586.2886,6.22,0.7913,0.8166,0.0253
"604",67,1690.8009,1.8,846.4092,9.32,0.9385,0.9639,0.0254
"605",66.99,2222.0813,5.9,741.7054,12.98,0.8045,0.8298,0.0253
"606",66.98,1814.0149,4.7,908.019,17.04,0.9935,1.0189,0.0253999999999999
"607",66.97,2081.8831,2.5,694.97,16.38,0.8318,0.8572,0.0254
"608",66.96,2183.0647,-14.9,728.6847,14.26,0.8034,0.8288,0.0254
"609",66.94,1762.8485,-0.4,882.4312,10.63,0.9436,0.969,0.0254
"610",66.94,1575.7458,3.2,788.8828,16.61,0.8907,0.9161,0.0254
"611",66.92,2001.0088,7.1,1001.5187,16.09,1.0322,1.0576,0.0254000000000001
"612",66.91,1593.7556,1.1,797.8859,12.04,0.9212,0.9466,0.0254
"613",66.91,1927.7894,6.3,964.908,11.59,0.967,0.9924,0.0254
"614",66.9,2061.9126,-2.2,1031.9613,11.43,1.0067,1.0322,0.0255000000000001
"615",66.87,1515.7568,-6.2,758.881,9.87,0.9527,0.9782,0.0255
"616",66.87,1865.9747,3.9,933.9983,13.69,1.0301,1.0556,0.0255000000000001
"617",66.86,1782.8499,0.1,892.4323,16.09,0.97,0.9955,0.0255000000000001
"618",66.85,1855.8986,2.3,928.9587,15.31,1.0189,1.0444,0.0255000000000001
"619",66.84,1818.8788,2.7,910.4492,15.81,0.967,0.9924,0.0254
"620",66.84,1620.8181,0.5,811.4167,13.8,0.9416,0.967,0.0254
"621",66.83,1804.8162,7.5,602.6172,5.26,0.694,0.7193,0.0253000000000001
"622",66.82,1936.0377,4,969.03,12.64,1.0587,1.0842,0.0255000000000001
"623",66.79,2442.9849,8.9,815.3428,10.15,0.8826,0.908,0.0254
"624",66.78,1791.8639,10.5,896.9487,15.15,0.9812,1.0067,0.0255
"625",66.78,1833.9446,6.7,917.9857,10.19,1.075,1.1005,0.0255000000000001
"626",66.78,1850.8586,-4.7,617.9573,13.78,0.7528,0.7781,0.0253
"627",66.78,2038.8979,-6.8,1020.4493,12.57,1.0148,1.0403,0.0255000000000001
"628",66.78,1626.7671,-2.8,814.3885,9.28,1.0077,1.0332,0.0254999999999999
"629",66.76,1794.8159,17.7,898.4311,13.64,0.9711,0.9965,0.0254000000000001
"630",66.76,1920.0258,-9.4,961.0112,17.52,1.0281,1.0536,0.0255000000000001
"631",66.74,1873.8694,-1.3,937.9407,12.73,0.9792,1.0047,0.0255
"632",66.74,1814.9639,7.7,908.4962,13,1.0882,1.1137,0.0254999999999999
"633",66.73,2767.3777,5.1,692.8552,11.15,0.8045,0.8298,0.0253
"634",66.72,2137.0725,-0.1,1069.5435,14.53,1.075,1.1005,0.0255000000000001
"635",66.71,1978.0417,1.6,660.3556,11.91,0.7609,0.7862,0.0253
"636",66.7,1815.8899,1.9,908.954,16.54,0.9792,1.0047,0.0255
"637",66.69,1838.9236,-0.1,920.469,15.56,0.9904,1.0159,0.0255000000000001
"638",66.68,1896.7972,-9.8,949.3966,6.7,0.9517,0.9772,0.0255
"639",66.67,2550.4268,2.2,1276.2235,18.18,1.219,1.2446,0.0255999999999998
"640",66.66,1730.8839,5.5,866.454,14.6,0.9761,1.0016,0.0255000000000001
"641",66.63,1693.795,3.2,847.9075,14.08,0.9436,0.969,0.0254
"642",66.62,2017.0228,-1.6,673.3472,15.95,0.8237,0.8491,0.0254
"643",66.61,3787.7788,-4.2,947.948,13.07,0.8511,0.8765,0.0254
"644",66.59,1713.9049,0.2,857.9599,15.52,1.0811,1.1066,0.0255000000000001
"645",66.59,1777.9403,-11.8,889.9669,17.13,0.9589,0.9843,0.0254
"646",66.59,2246.9353,6.8,749.9908,10.47,0.8491,0.8745,0.0254000000000001
